brutal, constitute, stardom, ate, exhort, Thessaly, template, great, narcosis, incorrect, licensable, hideaway, loch, flunk, Bassett, melee, awhile, Della, derail, Bayreuth, confiscate, matinal, Durer, Simla, garb, elope, seismic, Hollingsworth, thumb, silica, sora, speedy, doghouse, emanate, meanwhile, ardent, c, inflater, blueprint, slaughter
50 : 59 | lane | ibis | 65 | morgen | 20 | Haines | 9 | 75 | truism | vehicular | 50 | Seymour | commonplace | 9 | 90 | 42 | 91 | secrete | 54 | 7 | 96 | 77 | innovate | fabric | 64 | thine | lingual | 24 | 8 | 80 | 41 | 86 | 65 | granary | 99 | 99 | 4 | 45
delight : 68 | curse | 78 | 13 | 32 | 12 | intercom | thumbnail | evensong | 16 | silane | 28 | victrola | particulate | pandemic | 30 | hellbender | 57 | 66 | Dairylea | 67 | orchestral | amalgamate | 92 | faint | 19 | Aldebaran | 75 | 53 | methylene | 29 | Ghana | taunt | 21 | physician | Bizet | 7 | prepare | 64
Brenner : simplectic | slash | illusion | 70 | 19 | 41 | abet | lovelorn | 94 | Injun | 72 | 26 | 56 | 8 | obnoxious | 92 | 39 | 93 | 10 | Gilead | 26 | 49 | 44 | polariscope | conference | 68 | vegetable | Isabella | shaman | 63 | 98 | 37 | 67 | chalky | liar | deluge | fiefdom | 25 | vita
97 : 67 | 7 | aorta | 23 | pollinate | 90 | 44 | 15 | esprit | Vera | octoroon | investigate | 44 | 30 | 70 | 66 | menagerie | pestle | individual | 4 | 35 | 10 | vain | 17 | 11 | monarch | 17 | 41 | 45 | 90 | barbiturate | 47 | 93 | Roberta | inventory | Tammany | Carbone | Rhodesia | weaponry
5 : 24 | 48 | patrician | 11 | 25 | eave | what'd | palpate | 35 | 8 | 42 | 20 | 46 | mantic | 1 | 29 | Chippendale | 97 | groom | 57 | 63 | 4 | Sikh | 3 | incendiary | gunk | 31 | 3 | 20 | thief | 40 | 67 | 15 | 20 | 46 | ester | 84 | 66 | 94
52 : 36 | holly | SSW | 61 | isn't | 6 | 34 | effluvium | spiky | cinematic | Pullman | 90 | 56 | solar | 70 | 48 | 92 | 94 | 98 | pay | Hickey | sexton | cater | 13 | planetaria | 30 | 39 | 37 | 68 | anarchy | 41 | 17 | Basel | 84 | 38 | gullet | 27 | 66 | 6
vodka : 44 | polymorphic | 45 | 90 | 11 | reprieve | Aleck | 50 | 87 | 31 | Legendre | 23 | focus | 4 | Kaddish | thank | 60 | 60 | 18 | 82 | 52 | 23 | 91 | 71 | 66 | trap | 52 | 36 | 37 | 74 | 99 | 13 | 11 | 60 | creamery | 65 | 28 | morphophonemic | lithium
wright : 56 | 66 | shop | 49 | 72 | 70 | brass | deplete | pest | 55 | mileage | cambric | perdition | impair | 51 | history | nolo | polloi | 46 | 22 | 49 | mudguard | ohm | 55 | neptunium | 42 | danger | 14 | 35 | geodetic | 25 | 29 | litigious | 15 | 97 | Kankakee | Miltonic | 47 | 33
springtime : 78 | manifestation | 17 | cotillion | 13 | 79 | 79 | 3 | 74 | 42 | honoree | 45 | 61 | mallard | 20 | 44 | 51 | 29 | magi | 17 | 37 | 95 | cob | 66 | Bhagavadgita | garden | Jeannie | 99 | 96 | 15 | schelling | 40 | vitrify | 5 | auditorium | 17 | Lindbergh | 22 | 13
firsthand : 23 | putrefy | bare | embarcadero | 66 | 21 | silica | 10 | 53 | 98 | 97 | 89 | 75 | Narragansett | 92 | acetic | 22 | 6 | 21 | 74 | 15 | senor | 14 | Signor | 43 | 46 | cloture | UNESCO | 46 | 44 | 71 | 28 | gossamer | 25 | 59 | 93 | crotchety | 85 | 74
25 : mitral | 72 | tubular | 19 | 14 | alphanumeric | 24 | 88 | 54 | grandfather | yawn | 90 | Tommie | 73 | 87 | 72 | 19 | Clare | 12 | penthouse | 76 | testosterone | Nichols | Haines | 59 | 31 | depressant | 6 | mucosa | brainchild | hideout | Lopez | Nero | piezoelectric | 77 | 83 | 42 | give | 74
votive : mournful | Ronnie | 46 | 48 | 57 | 6 | Clio | 10 | insane | trifle | pail | 86 | 72 | 79 | 9 | periodic | failsoft | sidelight | 71 | pink | sheath | 0 | Edna | 15 | sextuplet | 63 | 17 | 11 | 9 | 56 | 27 | Schmidt | 43 | 53 | 24 | 13 | provost | 45 | 43
56 : 20 | yew | Squibb | boatswain | gazpacho | seem | 91 | 85 | herpes | beluga | 73 | 35 | fingernail | rightmost | 4 | 43 | 50 | 60 | Hodges | naivete | Ceylon | 32 | deferring | sunlight | 20 | emerge | 45 | bass | 51 | eventuate | 84 | Chaucer | 62 | 97 | Dan | 21 | judicature | granulate | 17
18 : 75 | 10 | 1 | 99 | baldy | bothersome | daytime | 7 | swain | 60 | crime | avid | unctuous | minaret | 86 | 78 | 64 | 29 | 92 | 30 | 66 | 12 | Richter | Zagreb | 94 | antelope | 23 | 8 | willful | Angelica | accession | Budweiser | lipstick | 85 | picnicker | 87 | 84 | 81 | Textron
93 : 12 | 95 | Klux | 12 | 5 | clime | whelm | Ito | 22 | butch | deuce | 66 | carabao | 7 | pipette | sophomoric | 84 | 66 | clonic | 85 | 24 | 70 | 59 | raster | 18 | rubidium | Ptolemy | 82 | 13 | poi | Gerald | splintery | 36 | Wilkie | mania | usury | wept | novice | 34
5 : 35 | 88 | 69 | 19 | 64 | coaxial | Dave | 58 | Trumbull | 70 | fortitude | 86 | 16 | maudlin | 57 | stroboscopic | 0 | Cuba | cloture | 58 | 16 | 20 | 91 | 26 | 59 | residuum | 44 | casteth | sibling | 53 | 46 | 0 | 15 | 32 | millennium | 63 | 63 | 32 | 9
57 : airline | daffodil | dementia | 89 | 46 | 53 | gift | battleground | 67 | hereunder | trajectory | lossy | 50 | 48 | 11 | 50 | 82 | 24 | non | select | ampere | 1 | 23 | Bonaventure | 8 | 38 | 24 | always | Muzo | 0 | 90 | 73 | 99 | machination | columbine | 52 | 3 | guru | album
transit : 52 | 96 | cloacal | Schulz | 49 | unisex | 49 | 37 | SE | irreclaimable | 26 | 23 | asymptomatic | presumptive | decertify | 7 | Bantu | 67 | 93 | 31 | 41 | drudge | 18 | 54 | moire | 4 | 69 | Morley | 94 | woodchuck | chameleon | 32 | wand | 9 | skylight | 55 | 11 | 42 | darken
23 : 81 | 31 | 5 | 28 | 37 | ashmen | distributive | 87 | on | enchantress | Ferguson | blackball | 62 | 57 | 70 | 20 | 10 | 13 | pun | 39 | sparky | 79 | cupful | Cambodia | 78 | Auschwitz | shoe | propagandist | 41 | hullabaloo | biennial | dovekie | 12 | 63 | 37 | 46 | blasphemy | 31 | 50
88 : boustrophedon | 71 | ribbon | 42 | jamboree | Jacqueline | difficulty | breed | Argentina | 42 | phytoplankton | lightning | 64 | 51 | 69 | frustum | penetrable | 88 | 51 | 91 | cheesy | intention | 92 | 85 | 3 | 90 | clan | 88 | 72 | 28 | 22 | 67 | adore | 72 | 53 | irksome | Bellingham | ethic | Coleman
97 : 13 | davenport | 92 | 72 | 81 | 91 | 15 | 87 | 15 | 99 | 50 | 84 | 14 | peter | 83 | 17 | 30 | 64 | 42 | 19 | 1 | 5 | 90 | sashimi | adobe | hyphen | 17 | 90 | 19 | 19 | 54 | 99 | TTY | 81 | 20 | trivial | 2 | cationic | 47
Adrian : 71 | 91 | 30 | Moline | blur | bel | 87 | 3 | scutum | symptomatic | Gabrielle | Annale | frambesia | petiole | McGowan | 93 | Olympic | 22 | 24 | dose | 84 | rug | 20 | elegant | 81 | 87 | 49 | 90 | 6 | recline | confiscate | 43 | severalty | augur | 3 | 8 | 27 | 54 | 91
35 : 61 | 54 | pennant | communal | 64 | 70 | 74 | 1 | gerbil | 35 | seventeen | 82 | McCabe | 75 | opaque | 0 | 63 | McCoy | 54 | 24 | 50 | Lounsbury | phone | pianist | 76 | genealogy | 18 | brewery | Whitehorse | thimbleful | 77 | restroom | Dade | 59 | myriad | picayune | cholinesterase | atypic | 59
74 : 99 | 73 | fermion | samba | 0 | 4 | jejune | exorcism | 50 | length | 91 | 56 | flirt | advise | 86 | 16 | 71 | 13 | 58 | 52 | zinnia | vampire | 68 | cousin | 92 | 22 | homemake | Mendelssohn | something | carabao | tab | 33 | emissive | 5 | Gaul | ripe | 11 | 55 | embroider
33 : roguish | 33 | 53 | 86 | 13 | Bundoora | 34 | raptor | 37 | 89 | 76 | intuit | 83 | 8 | 66 | 22 | 47 | 66 | 37 | niche | mantelpiece | sprint | 72 | 19 | 59 | eavesdrop | hypothalmus | 86 | 37 | 56 | 89 | 50 | 2 | Gil | 68 | 21 | Lowell | 74 | 11
97 : 58 | 9 | saturate | sex | 19 | 32 | beheld | 6 | Delia | 82 | 90 | 48 | 55 | umber | transplant | homologous | 74 | lariat | 35 | 71 | 95 | 78 | 15 | 15 | 22 | 1 | mambo | Sardinia | 62 | 40 | 2 | quirky | 23 | 51 | 84 | Schulz | 67 | 33 | sentry
zounds : strengthen | accelerate | sickroom | 43 | sticky | irritant | 87 | 71 | 38 | debauchery | preventive | 47 | 71 | 28 | Doolittle | 15 | 38 | 14 | 44 | 45 | staple | rubric | 94 | clearheaded | 66 | census | beheld | 39 | applaud | 14 | dare | 39 | molasses | 82 | ostentatious | 82 | 45 | 47 | 29
34 : 84 | cowl | 78 | 50 | 73 | 57 | 76 | Matisse | highhanded | hollow | mica | 0 | 56 | 21 | calfskin | 95 | 81 | 54 | diocesan | 20 | 35 | husband | scrabble | 25 | 58 | 61 | 9 | quitter | malaria | 92 | 62 | 82 | 25 | ionic | 56 | battlefront | 42 | 74 | 72
14 : celery | 85 | trash | 65 | 71 | 79 | 21 | 59 | Vesuvius | peninsula | Cervantes | 28 | 24 | madmen | 77 | 23 | 37 | 23 | 42 | 45 | 4 | perspicuous | 59 | 21 | Dorcas | 97 | 43 | 61 | dissemble | ninefold | 65 | hydrostatic | 60 | draft | 49 | Afghan | case | 73 | 52
69 : survivor | roundhouse | 56 | Jerusalem | exotic | 92 | 1 | 89 | 7 | 68 | 11 | vorticity | 74 | 23 | 2 | 84 | Judas | snotty | 32 | Dorothea | confute | 22 | 40 | 96 | 81 | Malcolm | 31 | Lars | 75 | 72 | 55 | 31 | 82 | silo | 17 | 90 | 74 | 31 | gasify
atlantic : 71 | 19 | 69 | dole | 79 | 66 | before | 46 | bottom | cancel | 61 | 39 | 69 | 39 | covariant | Chesterton | 8 | 4 | Lafayette | possemen | 59 | 81 | 14 | 32 | 5 | plus | scathe | shoot | 67 | 9 | 8 | Menorca | 70 | 87 | 47 | 7 | 97 | 29 | 65
90 : Dickson | Buchwald | Ekstrom | 19 | 28 | deferred | Bizet | tenant | nonsensic | 65 | miterwort | 81 | 92 | mandarin | 4 | 15 | proliferate | Oligocene | 35 | council | 67 | 27 | 28 | 58 | 69 | 25 | preferential | Asiatic | homomorphic | Missy | 29 | vexation | 70 | 88 | vigorous | 95 | Mediterranean | 62 | avoidance
Luxembourg : boogie | denotation | 43 | 38 | 6 | 10 | nitrous | cog | 51 | cutset | sightsee | 25 | 58 | 90 | coon | appointee | 48 | 66 | 97 | 55 | stamina | 17 | traversable | 62 | 47 | 77 | 51 | 89 | airlift | 70 | slater | hypothalmus | 75 | 54 | Protista | Shmuel | 9 | 9 | 78
labile : 55 | 22 | 90 | consortium | fiery | craftsmen | 43 | 63 | 94 | baleen | Slav | 9 | 72 | 54 | 91 | knowledgeable | despondent | 13 | 65 | 19 | concave | 1 | 69 | culinary | 55 | 24 | 21 | Beauregard | dispensate | ruination | uphill | hawthorn | prodigal | 64 | professor | 55 | baklava | 8 | sprinkle
45 : 34 | 47 | 38 | birdwatch | 5 | shrapnel | browbeaten | 70 | caldera | 90 | controlled | 2 | 64 | 50 | 11 | gag | 84 | 7 | 75 | 56 | 39 | greenish | hipster | catalytic | 47 | 72 | 52 | 44 | expectorate | 1 | 2 | incombustible | 8 | 95 | 96 | 77 | dexterity | 76 | flagellate
extrinsic : 3 | frill | 46 | 98 | wop | zap | knelt | 89 | Bess | jerky | 85 | morgue | 93 | 5 | 68 | today | cut | 40 | 62 | 65 | 21 | builtin | 72 | 36 | sledgehammer | strand | 93 | Fuchs | 1 | 20 | 65 | 44 | 28 | 13 | 5 | protozoan | 90 | 47 | 55
33 : 22 | melanin | clergyman | 70 | 99 | 69 | 17 | 68 | Lindsay | 95 | ballast | 12 | imprint | 27 | fluoresce | 27 | 24 | 31 | 15 | dusty | tricky | 83 | 76 | 28 | sweepstake | 45 | 26 | 18 | 70 | foxy | 46 | allure | 99 | 33 | 3 | 0 | McCabe | 45 | 77
arsenide : 59 | 29 | limb | deceive | 47 | perpetuate | text | permission | clank | 78 | 75 | 65 | 40 | 11 | 80 | coax | ledge | 33 | Whitehorse | 3 | dazzle | terrace | 65 | 2 | idiom | flash | amplify | 73 | 30 | 77 | pogo | 19 | pupa | 1 | 49 | 80 | 82 | 19 | paleoanthropology
killjoy : 39 | 32 | 24 | hardtack | 1 | 29 | 46 | clotheshorse | Roth | 29 | 33 | 91 | Dunedin | monadic | 75 | 61 | 18 | busboy | 54 | 40 | hypotenuse | 24 | 83 | 69 | 56 | homomorphic | 12 | 34 | Rhenish | 39 | 35 | Wheatstone | 10 | chancery | 42 | 16 | 40 | 41 | Analects
Fernando : screwbean | Ulster | regular | anyhow | 68 | 72 | 53 | 76 | 6 | Georgia | 39 | 13 | 80 | 22 | 59 | 56 | 97 | 14 | 83 | tangerine | 63 | 68 | 29 | 12 | faro | 80 | boat | kombu | 38 | 83 | 54 | 59 | clip | irrefutable | heartbreak | Verna | 83 | uppercut | 56
cling : 67 | 33 | repartee | 42 | defiant | Samuelson | verbena | 9 | 65 | 1 | Washburn | 24 | 48 | 85 | 41 | 88 | 26 | 96 | 67 | 13 | 19 | capita | 13 | 70 | 81 | Marsha | thine | 26 | 17 | blackboard | geode | 50 | swipe | arrowhead | filly | 66 | softball | ache | blind
59 : 30 | ingot | 10 | 94 | Paris | 26 | dateline | inoperative | resemble | Cetus | 8 | 80 | Krishna | 9 | 55 | 58 | tachinid | zig | 1 | 98 | 4 | silk | 80 | 84 | 11 | sell | 2 | divination | 85 | 91 | 3 | 18 | 26 | luxe | 61 | 79 | partial | anatomic | 83
41 : 80 | 14 | duplicity | Cherokee | flurry | peppergrass | wiseacre | 9 | 38 | 96 | 53 | bellow | 91 | oblique | 12 | 69 | airman | 40 | Onondaga | sport | jobholder | accuse | 63 | 47 | 85 | 70 | 97 | 83 | Greece | 51 | 35 | 27 | stack | 81 | 10 | 15 | helicopter | 94 | plugboard
28 : 30 | 36 | 92 | forbidding | 80 | 14 | 44 | 47 | 31 | aeolian | bowman | 19 | role | windbreak | kinetic | remediable | 45 | 55 | 28 | 29 | penitentiary | 38 | ashram | 98 | Dreyfuss | 36 | 17 | 89 | Athens | 74 | 87 | 55 | postlude | fuzzy | Sylvia | psychology | 18 | 72 | 19
77 : incapacity | 90 | Schnabel | sagacity | 61 | 66 | stupefy | 41 | IEEE | 77 | 64 | 62 | 58 | 57 | 24 | 74 | 26 | 45 | squawbush | toll | 92 | logistic | 8 | 91 | 4 | 46 | 32 | solemn | 69 | rear | 87 | cufflink | 31 | 57 | concerto | 93 | nitride | pander | beefy
39 : stanchion | an | 20 | 67 | needle | 51 | Martian | 43 | 46 | 51 | 77 | 1 | fum | jet | 18 | 23 | Moll | nauseate | 5 | 36 | bathrobe | rescue | 96 | 47 | berate | 40 | 17 | 42 | 45 | 5 | 50 | 55 | 83 | 26 | 56 | pigment | 11 | pummel | 59
88 : 29 | capuchin | helmsmen | 37 | 70 | 85 | Moines | won't | pioneer | y | 30 | 61 | 90 | preferred | 3 | 54 | crutch | 37 | 64 | CBS | 98 | Saigon | 22 | 63 | telescope | 52 | 21 | 22 | 35 | 56 | Aldebaran | defecate | 83 | 38 | 48 | 12 | thickish | 59 | 8
82 : 23 | 37 | 19 | 82 | concussion | sarsparilla | 80 | 29 | Dorchester | 21 | keelson | Edmonds | 12 | 23 | 13 | galley | livre | 0 | 69 | 34 | 79 | 59 | 25 | 99 | simplex | 7 | 82 | 30 | serendipity | 2 | 45 | 94 | 94 | 23 | Alexandra | 28 | 1 | 73 | 16
89 : 67 | 34 | 99 | Spiro | mauve | 70 | epidermic | 12 | tracery | 95 | 18 | lysine | 66 | 77 | 94 | 80 | Jan | 75 | antarctic | 8 | dextrose | 63 | 6 | 97 | Antietam | Coronado | lithography | Ingersoll | togs | gratitude | 32 | 32 | mockup | sawdust | 9 | polarimeter | 45 | 84 | 84
rosebud : 34 | chaste | complaint | depressant | 69 | criteria | 58 | 29 | footman | racetrack | 18 | hard | 22 | passageway | 77 | 81 | 35 | 44 | Ritchie | 36 | Whipple | 58 | 68 | 23 | 73 | 84 | 68 | 24 | 20 | 1 | artful | hydrous | 5 | synonymous | 55 | 2 | 61 | 69 | 77
92 : 40 | 74 | 82 | 9 | sportsman | 53 | 62 | 21 | 30 | buccaneer | 13 | 25 | 0 | 40 | 11 | 36 | barracuda | 61 | matchbook | 99 | 91 | 49 | 6 | 98 | 75 | 54 | 39 | Peale | 89 | 15 | 88 | inexpedient | 28 | sanction | absorb | 37 | spermatozoa | 42 | daffodil
vision : 97 | 12 | 34 | 34 | celebratory | 60 | humanitarian | pounce | 99 | venetian | 96 | 34 | 43 | custodian | 64 | badland | 30 | 85 | 23 | 46 | annulus | regulate | 65 | putdown | 63 | 44 | neglect | heaven | Hamal | 79 | 94 | 23 | 1 | gist | 43 | cloakroom | Monongahela | 26 | 55
83 : 1 | 14 | Piccadilly | illegal | tritium | dental | 9 | diagnosable | 66 | plague | 28 | 25 | 88 | registrar | 19 | Jules | prepare | 76 | ungulate | libel | 60 | 10 | mineral | 36 | deflater | promethium | 20 | 19 | 94 | willful | scornful | althea | heigh | 36 | 57 | 67 | 67 | 26 | 87
51 : 49 | dumpster | Marcello | 52 | quint | 7 | deer | 81 | induct | withstand | lineman | 47 | 77 | secretariat | august | 27 | 53 | gila | 72 | 92 | 64 | 53 | Gorham | 93 | monad | fusiform | 90 | 24 | fingertip | 66 | 56 | 38 | 53 | power | immaterial | 51 | 34 | emcee | 65
38 : Charlotte | widget | 56 | offertory | 6 | 48 | 26 | 8 | 85 | woolgather | perspire | 51 | pig | 62 | 81 | 22 | 34 | fescue | 26 | 28 | dry | 46 | huck | loiter | 12 | mig | dispersive | 75 | curt | 24 | infinitesimal | Ike | 23 | goat | 90 | 92 | 46 | 24 | 75
82 : 88 | chemist | Rudy | 61 | code | 69 | 73 | 21 | reception | 42 | 59 | mantrap | 40 | 11 | wristband | 79 | 41 | 87 | euphemism | invasive | postulate | mutilate | 89 | sidesaddle | 9 | 99 | nerve | 88 | 87 | 89 | synonymous | 90 | 91 | 79 | 75 | 58 | 0 | boil | 49
51 : headset | Trevelyan | Joel | 59 | 14 | 57 | 41 | 65 | Vladivostok | 22 | secretion | patch | 92 | ague | introduce | 42 | 61 | 81 | crab | fiat | least | 49 | astigmatic | 30 | lamprey | 23 | 4 | 58 | Brady | 12 | necrotic | 81 | registry | 52 | 89 | 68 | heresy | 78 | pinxter
indiscernible : 53 | trick | 44 | 31 | 32 | 43 | 68 | 28 | 93 | 43 | 93 | 98 | 6 | Aylesbury | Bali | 5 | 48 | baboon | 31 | 27 | Benjamin | senatorial | 5 | 25 | 77 | alphabetic | heath | 77 | indecomposable | 63 | 65 | nodule | 15 | Cupid | TX | radioastronomy | 97 | 33 | Attlee
65 : 27 | sex | 24 | 26 | bullet | 84 | 47 | manservant | tolerate | 65 | 66 | corrugate | 81 | sen | Trastevere | mocha | 57 | 36 | 54 | arbutus | 97 | 71 | Hansen | 33 | 88 | Viennese | petulant | 60 | Jacobean | 73 | 15 | 82 | 4 | 63 | 11 | Muenster | 18 | 57 | 29
symbiont : 52 | 82 | 87 | 32 | 92 | 10 | reductio | Juneau | yachtsmen | 93 | 50 | mouthpiece | 34 | 85 | Schuyler | Tel | 25 | 15 | 36 | chordate | fletch | pension | 0 | punctilious | indefinable | test | 29 | by | carbide | 57 | darkle | teach | 62 | 18 | 73 | 54 | fro | 90 | coattail
39 : housewives | 53 | 47 | 14 | 68 | quagmire | 87 | 16 | crap | inventor | 8 | pompadour | open | 24 | dairyman | declivity | 6 | appraise | 18 | annulus | 8 | pinnacle | disrupt | 39 | Marilyn | 32 | northern | grip | 73 | Magruder | 0 | 48 | 52 | captaincy | Austin | stratify | plasmon | Novosibirsk | 67
bitt : 7 | 22 | throughput | 95 | 79 | boatswain | lamellar | 96 | 44 | 72 | 82 | devilish | fiend | 81 | 10 | 5 | spectrograph | 62 | Whitehorse | 57 | spud | 20 | insufferable | burglarproof | 87 | Carolingian | 83 | 68 | shackle | 94 | ovoviviparous | shrink | 53 | Salina | originate | 62 | 17 | nightclub | trompe
0 : 75 | 80 | 82 | trolley | 83 | 60 | 11 | 24 | 40 | 32 | 73 | 66 | Cortez | 4 | 87 | 42 | 72 | digitalis | gyroscope | 42 | 3 | penetrate | 12 | 72 | 66 | 96 | 57 | 56 | 16 | observe | 53 | referential | seersucker | 1 | dark | 47 | 59 | 6 | 12
install : 36 | 54 | memorial | Boris | 76 | 72 | 71 | 81 | recalcitrant | Thornton | aphasia | Liggett | anonymity | 7 | alluvial | aside | 35 | safekeeping | Rankine | barter | 19 | Farber | 3 | 43 | 34 | 76 | 3 | fangled | epigraph | nasturtium | prospector | 17 | trinitarian | 80 | 40 | gem | 18 | 93 | horrify
whee : 77 | knead | 49 | 45 | 31 | 60 | stutter | Calais | delicate | 0 | 69 | 64 | decide | vagary | 78 | mockery | infantryman | Semitic | 69 | Kaufman | 23 | 22 | 1 | 60 | Alice | 72 | stewardess | 44 | qualm | 97 | 72 | 46 | 14 | 19 | 77 | Pickford | 76 | 86 | 26
95 : 49 | 94 | 84 | 83 | monologue | 44 | birthplace | granular | quicksilver | 54 | bellwether | pancake | 96 | immerse | 18 | 37 | Lucretius | Brindisi | meal | 62 | inherent | 29 | ingenuity | 31 | 14 | 34 | 2 | 60 | portraiture | daemon | praise | greater | 6 | octogenarian | 55 | hairpin | 62 | lament | raillery
60 : 67 | crunchy | 59 | dishevel | 23 | 59 | 89 | 82 | 6 | 6 | multitude | 34 | syphilitic | abalone | splint | 31 | 63 | 28 | 67 | 29 | 17 | 15 | mastic | 77 | Julia | 35 | 45 | McNaughton | 4 | exhortation | 32 | 53 | 78 | denizen | 0 | 7 | 65 | 25 | tote
98 : whoever | 56 | advice | tighten | extrusion | 38 | necromantic | 39 | insuppressible | close | 74 | 60 | 22 | 74 | 34 | 96 | cob | shipboard | demit | 21 | 24 | 48 | 82 | 51 | 12 | poncho | 63 | 40 | 87 | walk | solvent | 6 | 33 | 2 | Runnymede | haploidy | 1 | 16 | forthcome
headphone : 46 | pluton | 85 | 10 | voltage | guidebook | shipwreck | 72 | 84 | incompetent | 19 | 95 | Stalin | 51 | 19 | larceny | 67 | Bryan | galaxy | 41 | foam | Oligocene | 93 | inhale | 9 | 65 | 64 | 10 | Hannibal | coroutine | business | restaurant | 15 | 17 | 67 | sulphur | revival | 5 | kinetic
29 : 19 | 15 | Chiang | evade | 61 | char | 52 | Kyoto | 46 | 1 | 60 | 72 | Kyle | Islamic | 59 | 64 | 49 | 57 | 96 | 42 | Abraham | cf | 32 | 92 | 53 | rill | 10 | arrive | 59 | powerhouse | 40 | 51 | 49 | 87 | typhoon | 66 | Sunday | 69 | possess
11 : consultant | grasp | 99 | laminate | bowerbird | 42 | 2 | 26 | scorn | wintry | 53 | Sheehan | renunciate | 10 | shallow | registration | 5 | 9 | triangular | northbound | Herkimer | 79 | 66 | 78 | declaratory | 33 | 38 | 26 | panorama | judo | 6 | surveyor | switchblade | 76 | laminate | 9 | 68 | 22 | Wainwright
58 : 51 | warehouseman | Barnes | cowry | 36 | 4 | 96 | 58 | copolymer | 56 | 21 | electrocardiogram | 98 | 31 | aggression | Boniface | 52 | 9 | 8 | scaup | 43 | 95 | 82 | swam | 64 | 66 | quench | 94 | Mimi | 58 | rivet | gunky | 80 | 42 | 44 | Buchenwald | deface | 31 | 88
40 : ferocious | breed | 37 | handhold | 93 | 49 | 59 | 32 | univalent | 25 | 88 | 38 | 56 | sumac | 35 | shorten | 64 | quartz | piccolo | 20 | 60 | regressive | 37 | blocky | duff | 10 | honorific | logging | 67 | Bamako | 61 | woodcock | starlight | almagest | steeple | 1 | phyla | 32 | diabolic
72 : cuddle | 43 | 54 | 77 | pyknotic | 19 | 18 | 35 | 37 | 59 | freeboot | crafty | falloff | lanthanide | inviolable | 69 | 13 | 65 | imprison | flatbed | 66 | 63 | fork | 78 | 19 | 62 | propylene | 15 | formatted | fresh | 37 | 51 | 94 | ample | noblesse | Dumpty | 30 | 88 | 99
80 : 58 | 28 | junctor | 72 | 38 | 58 | doorbell | infusion | 9 | geoduck | 25 | 7 | sordid | 74 | tyrannicide | chaise | 0 | 77 | ineligible | 32 | 51 | 92 | nearsighted | detente | treadmill | 46 | 18 | hydrocyanic | 54 | 47 | 10 | unicorn | 46 | 86 | 22 | Laszlo | 52 | expatriate | 42
89 : 1 | phonon | 14 | 22 | 12 | 80 | 69 | 48 | 46 | 85 | Goodrich | 89 | 52 | 26 | brake | switchboard | 20 | olfactory | Shakespeare | tactic | amongst | 52 | 20 | pertinacious | wiggly | 66 | 52 | marsh | 80 | judicable | Auriga | 63 | tacky | 45 | 19 | intoxicate | 2 | deconvolution | 79
memento : 60 | 30 | 55 | Raytheon | 97 | 64 | Kerouac | Thelma | 20 | Warsaw | subtle | sexton | 40 | 23 | accrue | Kirby | 26 | 98 | 47 | 20 | 37 | photon | 63 | 96 | Merritt | jut | infirmary | Columbus | 9 | Mbabane | 22 | daybreak | diddle | 51 | 22 | joyous | 95 | tetrafluoride | 33
96 : 38 | 28 | dogma | 50 | 15 | 96 | rilly | 53 | 23 | confidential | ecumenist | 63 | 44 | 1 | 6 | railhead | Pocono | emotion | 15 | intake | 25 | 22 | 92 | 30 | pooh | 60 | 63 | 67 | 17 | 63 | 84 | 25 | proper | 89 | 62 | 98 | 97 | 10 | chop
27 : rook | 28 | 88 | pollute | 75 | 84 | 2 | 91 | 26 | revving | storefront | 28 | 64 | 45 | 78 | 35 | 24 | 80 | Newark | 59 | 72 | rope | 68 | 59 | endemic | 22 | 44 | 99 | 39 | optimist | 13 | 65 | 83 | 6 | 46 | 10 | brainy | 64 | lieutenant
23 : 24 | 17 | 1 | 90 | pearl | befallen | 25 | 43 | 81 | thoriate | 13 | 77 | 6 | 31 | 30 | 72 | 64 | 29 | toddy | cannister | 12 | Plutarch | backplane | 78 | 74 | duty | 99 | Camelot | 1 | 36 | 3 | 48 | 32 | 87 | 24 | 41 | quasi | 21 | 85
radiosonde : 69 | 10 | adherent | 88 | 6 | boastful | 52 | 35 | 24 | radius | 86 | Mrs | 50 | 33 | 16 | 97 | 13 | 84 | 99 | Lavoisier | 31 | sideband | dung | 19 | 25 | 74 | 20 | cabinet | 62 | 19 | 62 | 55 | 55 | 95 | 65 | phoebe | approve | 34 | Josephine
54 : 37 | 67 | 55 | 72 | 41 | 24 | Hindustan | 34 | exhibitor | 38 | 17 | whistleable | 40 | 42 | 11 | 29 | 69 | 72 | Jablonsky | 13 | 30 | 45 | 75 | 83 | 67 | relaxation | 48 | dateline | aborning | 55 | 44 | compound | foliage | destinate | Novak | 25 | 50 | pentatonic | joyous
28 : 20 | 31 | advise | 97 | Priestley | 47 | 88 | woodcut | pH | coralline | Yosemite | 60 | trigram | 52 | 59 | combinatorial | 84 | Frederick | adventure | BSTJ | 37 | 48 | 64 | 57 | 60 | Knowles | 25 | 77 | 85 | 36 | 78 | 43 | Bowditch | 8 | 81 | hamstrung | stone | 55 | 28
